sample_id,dataset_source,subset,image_filename,image_path,file_sha256,width,height,channels,blur_variance,brightness_mean,contrast_std,r_mean,g_mean,b_mean,r_std,g_std,b_std,h_mean,s_mean,v_mean,lab_l_mean,lab_a_mean,lab_b_mean,ground_truth_drug,drug_family,concentration,cutting_agent,presumptive_label,device,lighting,lab_confirmation,is_duplicate,split
BLINDED_ZJS,PMC7332374_NIHMS1576105_idPAD,blinded_study,image293.jpeg,storage/processed_images/idpad/image293.jpeg,9857a3de09e2f7eb420ea84de36b2b4e1d63268e1d79c691059fc85622ef3fe2,296,167,3,2502.83,190.07,60.8,185.68,191.41,194.63,62.17,60.4,61.63,74.04,18.41,196.9,194.97,126.75,125.73,Cocaine HCl,COCAINE_SERIES,50%,Lactose (50%),PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_ZKS,PMC7332374_NIHMS1576105_idPAD,blinded_study,image294.jpeg,storage/processed_images/idpad/image294.jpeg,421051f5943bbd46d1f0a6eba928f9074dabe5157c93fa83172753e1a9ec2449,295,166,3,2719.9,200.58,55.66,197.99,201.12,204.51,57.37,55.33,54.99,69.46,13.47,205.94,204.88,127.68,125.92,Cocaine HCl,COCAINE_SERIES,25%,Lactose (75%),PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_ZR4,PMC7332374_NIHMS1576105_idPAD,blinded_study,image296.jpeg,storage/processed_images/idpad/image296.jpeg,443f12d908401785ca086d45b70210be3a27e884af83cbd48895f6d3c3b4e9c7,319,180,3,2350.15,188.25,63.16,189.17,188.77,183.16,63.87,62.76,65.04,31.28,16.95,191.62,192.9,127.2,131.02,Heroin,HEROIN_OPIOID,100%,None,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_ZS2,PMC7332374_NIHMS1576105_idPAD,blinded_study,image297.jpeg,storage/processed_images/idpad/image297.jpeg,7d63b1308ee7b778272aa805c7f0cc5c4f47c38d328325196e082cf7f31c50a6,307,173,3,2598.85,203.79,53.47,202.19,204.15,206.2,54.42,53.28,53.51,69.15,10.46,207.94,207.9,127.76,126.74,None,NEGATIVE_CUTTING_AGENT,0%,Dimethyl Sulfone (100%),PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_ZZ4,PMC7332374_NIHMS1576105_idPAD,blinded_study,image299.jpeg,storage/processed_images/idpad/image299.jpeg,db3e11638be70f9f077492150d4dc30608388a4c107d3492452b3117a6ee620e,310,174,3,2191.51,191.91,65.26,192.93,192.41,186.63,64.45,65.16,69.9,37.8,21.62,195.8,196.19,127.29,131.2,Cocaine HCl,COCAINE_SERIES,50%,Lactose (50%),PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
ADULT_7MB,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image307.jpeg,storage/processed_images/idpad/image307.jpeg,311a002f7d0c0d839fbf9e138dcf70361d7903669048ec98788286dd96a58ad5,291,164,3,598.86,239.29,35.29,241.84,239.04,233.87,32.19,35.71,42.89,9.32,10.85,242.02,240.67,128.14,130.98,"1,2,4,5-benzenetetra",NEGATIVE_ADULTERANT,Pure_or_Matrix,N/A,PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_PTW,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image309.jpeg,storage/processed_images/idpad/image309.jpeg,b737a325e14771d6826c346a1b1ebbe30f49f746d30a0e98eeccd094aa5b73a7,298,168,3,580.57,235.91,39.09,238.9,235.52,230.04,35.9,39.83,45.8,9.19,12.34,239.1,237.51,128.31,131.21,4-4-Dipyridil,NEGATIVE_ADULTERANT,Pure_or_Matrix,N/A,PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_3UP,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image310.jpeg,storage/processed_images/idpad/image310.jpeg,3ab558823adf0d2d407a3e84c8e2403a5ebaa1652559fe371222b3e05380da79,329,185,3,537.76,234.38,39.96,235.53,234.62,230.11,39.48,39.83,44.2,14.36,9.0,236.36,236.26,127.58,130.4,4-aminobenzonitrile,NEGATIVE_ADULTERANT,Pure_or_Matrix,N/A,PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_9ZG,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image311.jpeg,storage/processed_images/idpad/image311.jpeg,e008027f1a17a9e8430c553957b532bbcd1516feca55240b3675459ee45247da,306,172,3,727.94,232.43,42.01,236.2,232.14,224.03,38.9,42.34,50.97,8.98,16.66,236.47,234.36,128.14,132.65,"7,7,8,8-Tetracyanoquinodimethane",NEGATIVE_ADULTERANT,Pure_or_Matrix,N/A,PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_2RQ,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image312.jpeg,storage/processed_images/idpad/image312.jpeg,b6257f1c491f2aa3415cd60ca61a8fa34dfc7bba39035d4ba477e0c13fdac3aa,284,160,3,781.07,220.32,58.03,218.93,220.97,220.58,60.74,57.09,57.02,25.71,8.0,222.02,222.8,127.28,127.94,Acetaminophen,NEGATIVE_ADULTERANT,Pure_or_Matrix,N/A,PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_NTA,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image313.jpeg,storage/processed_images/idpad/image313.jpeg,841814f5145fc364e89ed61c826eb5b0f802649372ad0f126a077ed6c18308e4,289,163,3,521.24,231.05,42.0,235.03,230.62,222.73,38.46,42.69,50.49,13.26,16.88,235.35,233.12,128.3,132.58,Acetaminophen Hydrocodone,DRUG_DETECTED,Pure_or_Matrix,N/A,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_7JW,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image314.jpeg,storage/processed_images/idpad/image314.jpeg,cd39243900808077046709b78524adc9f52e2f5eb254e1f51e1f58c74f70b70d,306,172,3,598.03,232.73,42.41,235.77,232.44,226.32,39.19,42.92,49.95,11.48,13.61,236.03,234.59,128.19,131.56,Alizarian Compuxone,NEGATIVE_ADULTERANT,Pure_or_Matrix,N/A,PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_2UW,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image315.jpeg,storage/processed_images/idpad/image315.jpeg,b461af7486ffdfb5e2faf95878875d691974eea578961deea9d40d30c86eb2aa,305,171,3,779.19,220.93,59.63,220.63,221.17,220.41,60.7,59.26,59.62,23.23,7.5,222.54,223.06,127.73,128.32,Azithromycin,NEGATIVE_ADULTERANT,Pure_or_Matrix,N/A,PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_N7D,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image316.jpeg,storage/processed_images/idpad/image316.jpeg,9da17545cfb772f1609598b72ef08f9c3266e16888b06facb56bd1ad50aa3a68,291,164,3,520.62,230.05,43.9,233.7,229.67,222.4,40.46,44.47,52.54,13.44,16.37,234.07,232.15,128.28,132.25,Carbonyldimidazole,NEGATIVE_ADULTERANT,Pure_or_Matrix,N/A,PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_HJM,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image317.jpeg,storage/processed_images/idpad/image317.jpeg,cec397237122b4c42a46cf163194ffe3ecf4acc55b554af277e84d5ac2fc574e,316,178,3,629.51,219.2,58.16,219.02,219.48,218.21,59.08,57.75,59.09,24.75,8.09,220.94,221.67,127.68,128.62,Carboxybenzaldehyde,NEGATIVE_ADULTERANT,Pure_or_Matrix,N/A,PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_UVW,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image319.jpeg,storage/processed_images/idpad/image319.jpeg,07f0bb3bbc0c4802d38d8b8be6e4853c08e974d2279e5945d8775179694658e7,303,170,3,566.66,229.72,44.76,234.65,229.09,219.98,40.0,45.67,56.35,11.06,20.09,234.83,231.84,128.63,133.43,Chloranil,NEGATIVE_ADULTERANT,Pure_or_Matrix,N/A,PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_EP6,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image320.jpeg,storage/processed_images/idpad/image320.jpeg,9a8800a9d9c92facf55a94d17730f0ef645b8bd89ad2ba922554091993625942,308,173,3,718.96,219.06,59.12,219.12,219.31,217.63,60.16,58.72,60.29,19.75,8.87,221.0,221.48,127.76,128.88,Chloranilic Acid,NEGATIVE_ADULTERANT,Pure_or_Matrix,N/A,PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_YLK,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image321.jpeg,storage/processed_images/idpad/image321.jpeg,0945011b617f9467d25e4f398b873497438415fd26e6b6f7d4f6337efdb26116,310,174,3,589.08,224.62,50.52,229.76,223.68,215.97,45.68,51.82,59.66,13.4,20.32,230.05,226.87,129.06,132.81,Ciprofloxacin,NEGATIVE_ADULTERANT,Pure_or_Matrix,N/A,PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_39R,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image323.jpeg,storage/processed_images/idpad/image323.jpeg,cb206ff821577de56524f2a5323556829cf1108e04e38a92efbb06ceb33a34cf,316,178,3,1072.31,177.13,76.82,177.62,177.27,174.99,77.61,76.77,75.78,46.97,9.37,179.12,181.21,127.73,129.25,Cocaine,DRUG_DETECTED,Pure_or_Matrix,N/A,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_AWM,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image325.jpeg,storage/processed_images/idpad/image325.jpeg,78e157f9003b01ad35896de858192f80031f38cc08f44cf228688f1ee4ae42b6,304,171,3,531.44,228.47,45.31,232.74,227.99,219.66,41.54,45.92,54.39,11.08,18.55,232.99,230.65,128.36,132.89,Cocaine,DRUG_DETECTED,Pure_or_Matrix,N/A,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_DPP,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image326.jpeg,storage/processed_images/idpad/image326.jpeg,8d710d9f83255ce58a29e836d2a4102620d0185e002eb21c2cad9e3fe9d1f599,303,170,3,707.55,214.17,63.7,213.33,214.59,214.2,65.28,63.18,63.17,26.75,8.73,215.96,216.71,127.56,128.03,Cocaine,DRUG_DETECTED,Pure_or_Matrix,N/A,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_EWY,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image327.jpeg,storage/processed_images/idpad/image327.jpeg,ee69b9c4da9d07f22a78df85f025be27f424b4c939bdb47cd02c180fb7326c68,297,167,3,590.44,228.35,44.43,232.29,227.82,220.68,40.92,45.16,52.42,11.48,16.8,232.68,230.56,128.45,132.24,Cocaine,DRUG_DETECTED,Pure_or_Matrix,N/A,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_NCQ,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image328.jpeg,storage/processed_images/idpad/image328.jpeg,586d2e7587f04fd6dc0c37c14372a8a13c474ee6e7874ed83d0988237fa53f2b,327,184,3,664.79,221.48,55.73,220.63,221.99,221.02,57.49,55.05,55.95,24.18,7.9,223.14,223.93,127.42,128.33,Cocaine,DRUG_DETECTED,Pure_or_Matrix,N/A,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_T9H,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image330.jpeg,storage/processed_images/idpad/image330.jpeg,5a7b5e347d101b91e8af8695ee8dc6a3539bf4c8e1901087978e428bbdef6e7e,319,179,3,740.69,226.22,48.7,227.03,226.41,223.11,48.47,48.48,51.25,14.5,7.25,227.64,228.48,127.65,129.76,Cocaine,DRUG_DETECTED,Pure_or_Matrix,N/A,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_WAQ,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image331.jpeg,storage/processed_images/idpad/image331.jpeg,bbd5d051e80c9b7e44d1b6115a93d1f1da76d69ea560587bc466db7a0e560ef8,305,171,3,519.59,234.71,38.72,238.53,234.37,226.44,35.08,39.19,48.39,9.75,16.0,238.72,236.52,128.21,132.56,Cocaine,DRUG_DETECTED,Pure_or_Matrix,N/A,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_RDG,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image333.jpeg,storage/processed_images/idpad/image333.jpeg,1cff1d3ec21d5fbf36a58e43f33dd4d57f668592430baf423ca6ebb670980cba,313,176,3,473.75,229.94,42.89,234.29,229.68,219.86,38.82,43.25,54.58,13.55,19.97,234.58,232.19,128.11,133.62,D-Amphetamine,NEGATIVE_ADULTERANT,Pure_or_Matrix,N/A,PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_QQ8,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image334.jpeg,storage/processed_images/idpad/image334.jpeg,3df52f2165b1bfeb798a6b38e1de979b7186269d8b123bf7ac828803d3fa85b2,298,167,3,692.21,218.02,61.12,217.43,218.35,217.85,62.68,60.57,60.92,24.81,7.9,219.69,220.4,127.63,128.16,Dexamethason,NEGATIVE_ADULTERANT,Pure_or_Matrix,N/A,PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_DQH,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image336.jpeg,storage/processed_images/idpad/image336.jpeg,757cbf7c74545730f93bff80b26d89d8d438b52aa81e08b090a6006cf184aba7,316,178,3,678.65,219.67,58.83,219.26,220.1,218.54,60.21,58.22,59.66,18.46,7.44,221.09,222.09,127.48,128.71,diethylphenyl benzamide,NEGATIVE_ADULTERANT,Pure_or_Matrix,N/A,PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_LB8,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image339.jpeg,storage/processed_images/idpad/image339.jpeg,3a9ca3294f8a209805ca36d47479770d33640ba7a33b1b8a824de557cbd80680,305,171,3,531.41,234.59,39.85,237.96,234.33,227.05,36.72,40.18,48.57,10.46,14.89,238.2,236.37,128.1,132.17,Epinephrine,NEGATIVE_ADULTERANT,Pure_or_Matrix,N/A,PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_7PP,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image340.jpeg,storage/processed_images/idpad/image340.jpeg,ee2ad3b2007c189340d155c9402c860c6a558ad14d0435ab884bcab5639c07ad,299,168,3,856.37,224.02,53.87,223.72,224.39,222.84,54.99,53.36,55.09,21.49,7.55,225.66,226.31,127.59,128.74,Erythromycin,NEGATIVE_ADULTERANT,Pure_or_Matrix,N/A,PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_PBQ,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image341.jpeg,storage/processed_images/idpad/image341.jpeg,008b719135de441b4c552b1544c75cfb18d4ba09f77faa6d719e4e609e82e793,313,176,3,545.21,234.24,43.68,237.37,234.0,227.2,40.15,44.04,53.19,9.8,15.02,237.6,235.9,128.15,131.95,Ethambutol,NEGATIVE_ADULTERANT,Pure_or_Matrix,N/A,PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_GG7,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image343.jpeg,storage/processed_images/idpad/image343.jpeg,49366b5b59be3de9b564b626f861cf02fccb507675e640112d976f5e3d47a4cd,291,164,3,566.97,231.1,41.55,234.56,230.79,223.57,38.42,42.02,49.46,15.82,15.47,234.92,233.19,128.16,132.16,Gabapentin,NEGATIVE_ADULTERANT,Pure_or_Matrix,N/A,PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_4P9,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image346.jpeg,storage/processed_images/idpad/image346.jpeg,4b7aec41f1ec6b1a0f982d352eb5b80e9b3b08dee56d92f36fcdde81cd9c3be6,303,170,3,525.43,229.04,44.42,232.94,228.76,220.23,40.99,44.84,53.63,11.12,18.01,233.26,231.26,128.12,132.9,Heroin,DRUG_DETECTED,Pure_or_Matrix,N/A,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_AEM,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image349.jpeg,storage/processed_images/idpad/image349.jpeg,ed3bb2bdc3c8627446b45d13d3af108b8f40156e4f2d2d730bf000f1756f81f0,291,164,3,771.71,223.42,52.87,224.46,223.5,220.24,52.75,52.71,54.97,16.16,8.5,225.3,225.71,127.79,129.79,Heroin,DRUG_DETECTED,Pure_or_Matrix,N/A,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_FXN,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image351.jpeg,storage/processed_images/idpad/image351.jpeg,20961b579cee7bce9c9a99db2a6bde0ed5cafe629343378a13e40d5984358988,299,168,3,761.77,219.2,60.7,218.71,219.57,218.48,62.48,60.04,60.7,21.35,8.06,220.83,221.5,127.59,128.48,Heroin,DRUG_DETECTED,Pure_or_Matrix,N/A,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_JYX,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image352.jpeg,storage/processed_images/idpad/image352.jpeg,6a64ea0aed5c48f560e33d2c2625d4c05605a2df7061554fda73a55a178a6e7f,305,171,3,692.09,222.4,55.07,221.65,222.84,222.09,56.82,54.43,55.04,23.83,7.46,224.03,224.79,127.51,128.25,Heroin,DRUG_DETECTED,Pure_or_Matrix,N/A,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_LFY,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image353.jpeg,storage/processed_images/idpad/image353.jpeg,44fb7585d51221d6353033eba7b3b75032b2136b852d238a32b9cab79c53f6b4,305,171,3,547.2,230.7,43.44,234.08,230.4,223.36,40.16,43.9,51.66,12.4,15.41,234.36,232.75,128.16,132.08,Heroin,DRUG_DETECTED,Pure_or_Matrix,N/A,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_PHT,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image354.jpeg,storage/processed_images/idpad/image354.jpeg,adf64445c31a836250c0e4971e56a502d0d7bc35ee61a0e02aac857b8dc6a56b,314,177,3,726.94,218.48,56.66,220.96,218.54,211.78,55.6,56.51,61.64,13.9,14.97,221.37,221.11,127.71,131.79,Heroin,DRUG_DETECTED,Pure_or_Matrix,N/A,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_K9X,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image355.jpeg,storage/processed_images/idpad/image355.jpeg,63a77f4da3f3e418f21bf269b8a0da2fb510c132559970e518df949907d4e368,301,170,3,549.33,231.63,41.17,235.38,231.36,223.2,37.69,41.6,50.59,11.25,16.82,235.71,233.71,128.12,132.67,Hydantoin,NEGATIVE_ADULTERANT,Pure_or_Matrix,N/A,PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_7WY,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image356.jpeg,storage/processed_images/idpad/image356.jpeg,f18efb8d9dd0feeffb3b30f7de34cc5d971a4df71e8318aa957a6c6ddf336c76,301,169,3,548.53,230.89,42.32,234.35,230.59,223.3,38.82,42.78,51.15,11.42,15.76,234.65,232.97,128.16,132.22,Hydroquinone,NEGATIVE_ADULTERANT,Pure_or_Matrix,N/A,PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_6BW,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image358.jpeg,storage/processed_images/idpad/image358.jpeg,4b2050d0c5fa195fbf631a1917753692a2d747c4409dc91eb006b3c9bd478a47,301,169,3,590.79,218.62,58.11,217.82,219.07,218.3,59.89,57.46,58.09,24.75,8.42,220.39,221.21,127.5,128.26,Isatin,NEGATIVE_ADULTERANT,Pure_or_Matrix,N/A,PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_84C,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image361.jpeg,storage/processed_images/idpad/image361.jpeg,1cbb985df77a6755e4d3475f0841ce6d0abc7d8cbef8ea47a8d957ad272f52b9,306,172,3,550.51,234.32,39.04,238.03,234.02,226.12,35.58,39.52,48.1,10.48,15.87,238.27,236.17,128.15,132.51,Meth,DRUG_DETECTED,Pure_or_Matrix,N/A,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_CBB,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image363.jpeg,storage/processed_images/idpad/image363.jpeg,e45f580d09221e6d03589be27f2d4eb9328134615e6e710255fdbdadab464686,315,177,3,467.3,230.72,41.88,234.71,230.35,222.09,38.17,42.47,51.32,10.88,17.59,235.12,232.86,128.24,132.78,Meth,DRUG_DETECTED,Pure_or_Matrix,N/A,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_JA6,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image364.jpeg,storage/processed_images/idpad/image364.jpeg,d3a937442cdd906df82987d177219a17f9823d09991933eacba9b7d6f3ad3f6a,308,173,3,643.82,223.37,55.93,223.08,223.63,222.72,57.18,55.45,56.36,22.21,7.46,225.0,225.55,127.71,128.42,Meth,DRUG_DETECTED,Pure_or_Matrix,N/A,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_PBV,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image365.jpeg,storage/processed_images/idpad/image365.jpeg,f48da91a9d09d33940c2bc3f64a557cb2a3ede04ef0fc3bbe27555fc0fe53a77,289,163,3,504.41,228.22,43.12,232.46,227.85,218.94,39.58,43.63,52.37,14.91,18.83,232.84,230.58,128.21,133.13,Meth,DRUG_DETECTED,Pure_or_Matrix,N/A,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_QYP,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image366.jpeg,storage/processed_images/idpad/image366.jpeg,12d479cf9ec1218754a5d4e4750005388571d8f4a1f6d572cb1573ce513d9594,303,170,3,801.34,220.86,55.77,221.03,221.09,219.16,56.03,55.54,56.99,20.8,6.24,222.09,223.25,127.68,128.98,Meth,DRUG_DETECTED,Pure_or_Matrix,N/A,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_UUK,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image367.jpeg,storage/processed_images/idpad/image367.jpeg,2b7b177b1cbffa1bc8249ce4aa20a659b789da6d06fcd5cb7e9c0c48f54e9757,284,160,3,737.58,214.5,61.56,229.59,208.59,205.38,43.7,70.64,73.58,17.47,34.57,229.62,217.33,135.79,133.66,Meth,DRUG_DETECTED,Pure_or_Matrix,N/A,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_299,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image371.jpeg,storage/processed_images/idpad/image371.jpeg,d544d480c6692857772c3d99ca94c8e8da727fc5295d8dd684eeaba5e29b4a74,300,169,3,757.27,221.36,54.02,222.79,221.57,216.52,53.6,53.79,57.49,14.42,10.83,223.42,223.86,127.57,130.75,Metronidazole,NEGATIVE_ADULTERANT,Pure_or_Matrix,N/A,PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_WRV,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image374.jpeg,storage/processed_images/idpad/image374.jpeg,9fea809cbf21c81b7da9147f47c35fad3aea85fcb59c01fefe72d36dd37685c1,290,163,3,678.19,217.93,58.75,217.43,218.31,217.26,60.13,58.2,59.08,25.28,7.96,219.65,220.51,127.57,128.45,NQS,NEGATIVE_ADULTERANT,Pure_or_Matrix,N/A,PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
